Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
onbeleefderik	substantief	1.0	365891	503103	iemand die onbeleefd is	onbeleefd persoon	iemand die onbeleefd is	1.0	1.0	1.0	0.9653767943382263	0.6981555819511414	0.9349310398101807
onbepaald hoofdtelwoord	verbinding	1.0	929916	929921	telwoord dat geen exact aantal, maar een relatieve hoeveelheid aangeeft, zoals alle , enkele , sommige , veel , wat en weinig	telwoord voor een relatieve hoeveelheid	telwoord dat een relatieve hoeveelheid uitdrukt, zoals een, twee, drie, vier, vijf e.d.	0.8254594802856445	0.8305374979972839	0.827990710735321	0.7545635104179382	0.6420183181762695	0.8703773617744446
onbewoonbaarheidsverklaring	substantief	1.0	417290	647358	verklaring door het bevoegd gezag, doorgaans het gemeentebestuur, dat een huis niet meer bewoond mag worden, omdat het in een slechte staat verkeert en/of niet veilig meer is	verklaring van onbewoonbaarheid	verklaring van onbewoonbaarheid van een woning	0.771180272102356	0.6510034799575806	0.7060143351554871	0.6088480949401855	0.5762052536010742	0.928744912147522
onderhoudsvriendelijk	adjectief	1.0	109264	109265	met weinig inspanning te onderhouden	gemakkelijk in het onderhoud	niet veel onderhoud behoevend	0.7132033109664917	0.7188535928726196	0.7160173058509827	0.7466632723808289	0.6635589599609375	0.8719571828842163
onderlijf	substantief	2.0	109330	109331	deel van de romp ter hoogte van de heupen en het zitvlak met inbegrip van de onderbuik en de schaamstreek	onderste deel van de romp	onderste deel van de romp, met inbegrip van de buikholte	0.8454896211624146	0.7931511402130127	0.8184845447540283	0.7031359672546387	0.7577245831489563	0.9260157346725464
onderlijfje	substantief	1.0	227227	227268	stuk ondergoed met of zonder mouwen dat wordt gedragen om het bovenlichaam warm te houden of transpiratie te absorberen	hemd of hemdje	hemd of hemdje met korte mouwen	0.7000229358673096	0.6198477745056152	0.6575002670288086	0.43437010049819946	0.47547921538352966	0.356467068195343
onderschikkend voegwoord	verbinding	1.0	930171	930175	voegwoord dat een hoofdzin en een bijzin verbindt en de bijzin inleidt, zoals aangezien , dat , hoewel , omdat en zodat .	type voegwoord	voegwoord dat aangeeft dat er sprake is van een ondergeschikte relatie tussen zinnen of zinsdelen	0.6855075359344482	0.6713382005691528	0.6783488988876343	0.577756941318512	0.5547928810119629	0.4192427098751068
onderzoeker	substantief	1.0	109861	109862	iemand die zich voor zijn beroep bezighoudt met het onderzoeken van (wetenschappelijke) vraagstukken	iemand die onderzoek verricht	iemand die zich voor zijn beroep bezighoudt met het uitvoeren van onderzoek	0.9207891225814819	0.871397852897644	0.8954128623008728	0.9210470914840698	0.8193522691726685	0.9653434753417969
onderzoeksgebied	substantief	1.0	109903	947697	geografisch afgebakend gebied waarbinnen men gegevens verzamelt voor een onderzoek	gebied voor gegevensverzameling	gebied waarbinnen een onderzoek wordt uitgevoerd	0.8533922433853149	0.7438104152679443	0.7948422431945801	0.7796579599380493	0.7763355374336243	0.9385218620300293
onderzoeksgebied	substantief	2.0	109903	947723	geografisch afgebakend gebied dat men doorzoekt op de aanwezigheid van iets	gebied waarin men opspoort	gebied dat men onderzoekt	0.8311866521835327	0.6971983313560486	0.7583193182945251	0.6444618105888367	0.5604974627494812	0.7952268123626709
onderzoeksgebied	substantief	3.0	109903	109904	specifieke kennissector in een vakgebied die een van de specialisatiegebieden vormt en voorwerp van verder onderzoek is	kennissector in een vakgebied	kennissector in een bepaald vakgebied	0.8896135091781616	0.7018231153488159	0.7846386432647705	0.748475968837738	0.7165994644165039	0.819455623626709
onderzoeksgebied	substantief	4.0	109903	947695	geheel van de zaken die beschouwd, besproken of verricht worden in het kader van wetenschappelijk onderzoek	terrein van wetenschappelijk onderzoek	terrein waarbinnen een onderzoek wordt verricht	0.727669358253479	0.6651812195777893	0.6950235366821289	0.5349435210227966	0.7884465456008911	0.730748176574707
oneliner	substantief	1.0	110098	110099	kernachtige, vaak geestige uitspraak die uit niet meer dan een zin bestaat, meestal uitgesproken door een bekend persoon, en die bedoeld is om te prikkelen	kernachtige geestige uitspraak van een zin	kernachtige, geestige uitspraak die slechts uit één zin bestaat	0.9125814437866211	0.7601104974746704	0.8293969035148621	0.7571106553077698	0.7991704344749451	0.9136866331100464
ongeloofwaardigheid	substantief	1.0	110290	110291	het niet waard zijn om geloofd te worden	het ongeloofwaardig zijn	het niet geloofwaardig zijn	0.8577165603637695	0.8177497386932373	0.8372564315795898	0.6736430525779724	0.7187605500221252	0.9247504472732544
ongeloofwaardigheid	substantief	2.0	110290	205558	weinig of niet overtuigende bewering, stelling, opvatting, houding e.d.	iets wat ongeloofwaardig is	iets wat niet geloofwaardig is	0.6920992136001587	0.6544209122657776	0.6727328896522522	0.5345102548599243	0.8069941997528076	0.8866128921508789
ongewoonte	substantief	1.0	385985	653359	het niet aan iets gewend zijn	het niet aan iets gewoon zijn	het niet gewend zijn aan iets	0.913353681564331	0.913353681564331	0.913353681564331	0.9708749651908875	0.7607201933860779	0.935287594795227
onroerende zaak	substantief	1.0	980336	980342	zaak die vast is verbonden met een gedeelte van het aardoppervlak en niet zonder inspanningen of hoge kosten is te demonteren of te verplaatsen, zoals grond, een gebouw of een element in een gebouw dat blijvend geïnstalleerd is	met grond verbonden zaak	zaak die met de grond verbonden is, zoals een huis, een gebouw, een stuk grond, een weg, een spoor, een brug, een dam, een waterkering e.d.	0.7883912324905396	0.6949412822723389	0.738722562789917	0.6092535257339478	0.7476564645767212	0.8422330617904663
on-Spaans	adjectief	1.0	880781	880800	afwijkend van wat doorgaans, al dan niet terecht, als typerend voor Spanje of de Spanjaarden wordt gehouden	afwijkend van het typisch Spaanse	afwijkend van wat doorgaans, al dan niet terecht, als typerend voor Spanje of de Spanjaarden wordt gehouden	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9591190218925476	0.7129935622215271	0.9693024158477783
on-Surinaams	adjectief	1.0	880081	880083	afwijkend van wat doorgaans, al dan niet terecht, als typerend voor Suriname of de Surinamers wordt gehouden	afwijkend van het typisch Surinaamse	afwijkend van wat doorgaans, al dan niet terecht, als typerend voor Suriname of de Surinaamse bevolking wordt gehouden	0.9342688322067261	0.9681171178817749	0.9508918523788452	0.9339960813522339	0.7209373712539673	0.9729568958282471
ontaalkundig	adjectief	1.0	414420	948197	niet in overeenstemming met de (algemeen aanvaarde) regels of eisen van de taalkunde	niet in overeenstemming met de taalkunde	niet in overeenstemming met wat de taalkunde uitdraagt	0.8524181842803955	0.7598686814308167	0.8034871816635132	0.7824158072471619	0.6415613889694214	0.9330974817276001
ontbladeren	werkwoord	1.0	452700	887345	zijn bladen of bladeren doen verliezen	van bladeren ontdoen	zich van bladeren ontdoen	0.8335824608802795	0.8073678016662598	0.8202658295631409	0.45059463381767273	0.6514543294906616	0.8488367795944214
ontbladeren	werkwoord	2.0	452700	887350	zijn bladen of bladeren verliezen	zijn bladeren verliezen	zich van zijn bladeren ontdoen	0.8297833204269409	0.8229879140853882	0.8263716101646423	0.4581563472747803	0.7157770395278931	0.8841139078140259
onthardingszout	substantief	1.0	370865	370866	zout dat men toevoegt aan water met een hoog gehalte aan calcium en magnesium om zich met deze stoffen te verbinden en zo kalkafzetting in wasmachines, vaatwassers e.d. te voorkomen of te beperken	zout dat water onthardt	zout dat wordt toegevoegd aan water om het te ontharden	0.7991611957550049	0.6603925228118896	0.7231800556182861	0.6678537726402283	0.795544445514679	0.7821930646896362
ontslapen	werkwoord	1.0	111511	111512	15 augustus benaming voor een Russisch-orthoxode kathedraal, gewijd aan Maria-Hemelvaart	sterven	uit het leven verdwijnen	0.6217880249023438	0.5550013780593872	0.5864995121955872	0.26832035183906555	0.5622006058692932	0.2156306356191635
onvriendelijkheid	substantief	1.0	112277	112278	het geen rekening houden met of niet aangepast zijn aan de behoeften en gevoelens van anderen	het onvriendelijk zijn	het niet vriendelijk zijn	0.7678166627883911	0.6299800276756287	0.692102313041687	0.3748844563961029	0.6549695730209351	0.8670427799224854
onvriendelijkheid	substantief	2.0	112277	237778	opmerking of daad die onvriendelijk is of als zodanig beschouwd kan worden	onvriendelijke opmerking of daad	opmerking of daad die getuigt van onvriendelijkheid	0.8430306315422058	0.7835791110992432	0.8122183680534363	0.7895634770393372	0.7289746999740601	0.9653187990188599
onze moeder de Heilige Kerk	verbinding	1.0	636784	927009	de katholieke kerk als instelling waarin de gelovigen thuis zijn	de katholieke kerk als instelling	de katholieke kerk als instelling of organisatie	0.8567323088645935	0.753584086894989	0.8018546104431152	0.8248916268348694	0.7357699871063232	0.8670255541801453
onzelievevrouwebedstro	substantief	1.0	112415	112416	laag, in bossen groeiend gewas met witte, sterachtige, zoetgeurende bloempjes en stervormige kransen van lancetvormige blaadjes rond de stengels	lievevrouwebedstro	bloem van de lievevrouwebedstro	0.6462262868881226	0.596451997756958	0.6203423142433167	0.24158722162246704	0.39168575406074524	0.32388782501220703
oogstschade	substantief	1.0	452398	661699	schade aan de oogst van akkerbouwers, tuinders of fruittelers	schade aan de oogst	schade die aan de oogst wordt toegebracht	0.794386088848114	0.7227254509925842	0.7568632960319519	0.6247226595878601	0.6703734993934631	0.7760976552963257
oogstseizoen	substantief	1.0	446976	510690	seizoen, periode waarin men de opbrengst van een gewas, een fruitsoort e.d. inzamelt	seizoen om te oogsten	jaarlijks terugkerende periode met gunstige weersomstandigheden voor het oogsten van gewassen	0.6731268167495728	0.6412287950515747	0.6567907333374023	0.6863194704055786	0.7551144361495972	0.8770120143890381
oogsttijd	substantief	1.0	112605	112606	periode waarin men de oogst pleegt binnen te halen	periode van de oogst	periode van het jaar waarin de oogst plaatsvindt	0.7776855826377869	0.7531957626342773	0.7652447819709778	0.8451606631278992	0.8033604621887207	0.9557597637176514
oorgeruis	substantief	1.0	870000	875056	symptoom van tinnitus dat bestaat uit een aanhoudend geluid, bijvoorbeeld gesuis, gepiep of gebrom, dat alleen voor iemand zelf hoorbaar is en daarom ook wel fantoomgeluid wordt genoemd	oorsuizing als symptoom van tinnitus	oorsuizing als symptoom van tinnitus	0.803742527961731	0.6477102041244507	0.7173395156860352	0.48986300826072693	0.7166905999183655	0.6194372773170471
oorgeruis	substantief	2.0	870000	875057	aandoening waarbij een aanhoudend geluid, bijvoorbeeld gesuis, gepiep of gebrom, alleen door iemand zelf wordt waargenomen	tinnitus	aandoening aan het gehoor die gepaard gaat met een aanhoudend geluid in het oor, zoals bellen, zoemen, piepen of kraken	0.7666918635368347	0.7829620242118835	0.774741530418396	0.7023656964302063	0.7207581996917725	0.46286365389823914
oorlogscorrespondent	substantief	1.0	112711	112712	correspondent die in een oorlogsgebied aanwezig is en over het verloop van de oorlog bericht	correspondent in oorlogsgebied	journalist die verslag doet vanuit een oorlogsgebied	0.8002622723579407	0.7592641115188599	0.7792242169380188	0.8943405747413635	0.7629262804985046	0.9396202564239502
op de boemel gaan	verbinding	1.0	900948	900949	uitgaan en daarbij veel alcohol nuttigen, vooral door de kroegen af te lopen	uitgaan	uitgaan om zich te vermaken	0.7591053247451782	0.6875908374786377	0.7215805053710938	0.4537409245967865	0.47003987431526184	0.618064284324646
op de gitaar schrijven	verbinding	1.0	905569	905570	de gitaar als instrument gebruiken bij het schrijven van muziek	met behulp van de gitaar componeren	componeren met behulp van de gitaar	0.7386668920516968	0.7316685914993286	0.7351510524749756	0.804632842540741	0.68434739112854	0.9101763367652893
op gang trekken	verbinding	1.0	927509	927513	helpen om te beginnen	in beweging krijgen	zorgen dat iets in beweging komt	0.7096843123435974	0.7210288047790527	0.715311586856842	0.5442657470703125	0.7500694990158081	0.8125105500221252
op zwart zijn	verbinding	1.0	918541	918783	niet meer actief zijn	niet meer werken	niet meer aan het werk zijn	0.7885633707046509	0.8526736497879028	0.8193663358688354	0.7087964415550232	0.5149263739585876	0.9096699953079224
opaak	adjectief	1.0	112955	112956	zodanig dat er niet of nauwelijks doorheen gekeken kan worden	niet doorzichtig	niet doorzichtig, waardoor men er niet doorheen kan kijken	0.7597530484199524	0.7207873463630676	0.7397574186325073	0.7999723553657532	0.7539114952087402	0.9416040182113647
opaak	adjectief	2.0	112955	112957	zodanig dat er moeilijk inzicht in te krijgen is	moeilijk te begrijpen	op een wijze die moeilijk te begrijpen is	0.753160834312439	0.7520120739936829	0.7525860071182251	0.7183361053466797	0.7041261196136475	0.9149420261383057
open mee-eter	verbinding	1.0	940808	940809	mee-eter die aan de oppervlakte van de huid ligt en zich kenmerkt door een zwart puntje	oppervlakkige mee-eter	oppervlakkige mee-eter die zich aan de oppervlakte van de huid bevindt	0.8447966575622559	0.8198359608650208	0.8321292400360107	0.6670650839805603	0.430437833070755	0.868914008140564
openingsavond	substantief	1.0	113260	113261	feestelijke of ook plechtige bijeenkomst 's avonds, georganiseerd om de opening van iets te vieren	bijeenkomst 's avonds voor de opening van iets	bijeenkomst 's avonds die voorafgaat aan de officiële opening van iets	0.803345263004303	0.7654851675033569	0.7839583158493042	0.7499176859855652	0.7702632546424866	0.905430793762207
openingskoers	substantief	1.0	113282	113283	koers waarvoor een effect verhandeld wordt bij opening van de beurs	koers bij opening van de beurs	koers van een beursgenoteerde onderneming bij de opening van de beurs	0.8415129780769348	0.8090730905532837	0.8249742388725281	0.8333297967910767	0.5810906291007996	0.9390110373497009
openingskoers	substantief	2.0	113282	645938	wielerwedstrijd waarmee het wielerseizoen op de weg geopend wordt	eerste wielerwedstrijd van het seizoen	eerste wielerwedstrijd van het wielerseizoen	0.8464347720146179	0.807910680770874	0.826724112033844	0.8578177094459534	0.6793110966682434	0.9283387660980225
openingskoers	substantief	3.0	113282	645952	motorrace bij de opening van het seizoen	eerste motorrace van het seizoen	eerste motorrace van het wereldkampioenschap motorraces	0.7674695253372192	0.7812487483024597	0.774297833442688	0.6332278847694397	0.495179146528244	0.5811570882797241
openingsstudie	substantief	1.0	654147	654186	het bestuderen van de wijzen waarop de opening, de openingszetten in een damwedstrijd of schaakwedstrijd, het best gedaan kan worden, vaak ter voorbereiding op te spelen wedstrijden	studie van het openingsspel	studie van het openingsspel van een schaakpartij	0.7861783504486084	0.6855086088180542	0.7324003577232361	0.6493152379989624	0.5841192007064819	0.6733679175376892
openingstijd	substantief	1.0	113313	600031	deel van een dag tussen bepaalde tijdstippen waarin een bedrijf, instelling of balie enz. toegankelijk is voor klanten of publiek	openingsperiode in een dag	deel van een dag tussen bepaalde tijdstippen waarin iets geopend is voor bezoekers of klanten	0.9074923396110535	0.8324533700942993	0.8683547973632812	0.8354789614677429	0.6711323857307434	0.958642840385437
openingstijd	substantief	2.0	113313	600028	tijdstip waarop een bedrijf, instelling, balie enz. open gaat voor klanten of publiek	openingstijdstip	tijdstip waarop iets of iemand opent	0.833519458770752	0.7188966274261475	0.7719764113426208	0.5284059643745422	0.6383016705513	0.8177258372306824
openingstijd	substantief	3.0	113313	600059	hoeveelheid tijd gedurende welke een bedrijf, instelling, balie enz. open is voor klanten of publiek	tijdsduur dat iets open is	hoeveelheid tijd gedurende welke iets open is	0.8785519599914551	0.7103067636489868	0.7855215668678284	0.7249817252159119	0.8158992528915405	0.9098096489906311
openingstijd	substantief	4.0	113313	600020	hoeveelheid tijd waarin een sporter het eerste gedeelte van de totale wedstrijdafstand aflegt	tijdsduur bij het wedstrijdbegin	hoeveelheid tijd die voorafgaat aan de start van een wedstrijd	0.7974001169204712	0.7883323431015015	0.7928402423858643	0.6520693898200989	0.7010173797607422	0.9346311092376709
operaliefhebber	substantief	1.0	113443	113444	iemand die veel van het spelen van en/of het luisteren naar operamuziek houdt	liefhebber van operamuziek	iemand die veel van het zingen van opera en het bijbehorende muziekgenre houdt	0.8132535219192505	0.8297626972198486	0.8214251399040222	0.8389716148376465	0.7812888622283936	0.7689560055732727
opfrisavond	substantief	1.0	201163	201170	avond die bedoeld is om weggezakte kennis en ervaring op enig gebied weer op te frissen	avond om kennis op te frissen	bijeenkomst 's avonds, georganiseerd om de kennis over een bepaald onderwerp op te frissen	0.7736814618110657	0.7634149193763733	0.7685138583183289	0.7382189035415649	0.736233651638031	0.9207284450531006
opium	substantief	1.0	113686	113687	pijnstillend en verdovend middel dat bestaat uit het gedroogde melksap van de papavervrucht	verdovend middel	verdovend middel dat wordt verkregen uit de getrockte melksap van de opiumwinde	0.8332203030586243	0.8159556984901428	0.824497640132904	0.6491554379463196	0.47126293182373047	0.6328903436660767
opium	substantief	2.0	113686	113688	iets dat verslavend werkt en de aandacht van de gewone mens afleidt van hogere zaken godsdienst is voor het volk een middel om leed te verzachten godsdienst bedwelmt het volk, zodat het berust en niet in actie komt iets dat verslavend werkt en de aandacht van de gewone mens afleidt van hogere zaken	iets dat verslavend werkt	iets wat verslavend werkt	0.7254378795623779	0.5749531388282776	0.6414883136749268	0.4631795287132263	0.7790905237197876	0.7523115873336792
opkikkertje	substantief	1.0	113719	113720	iets wat iemand mentaal opkikkert, opbeurt	iets wat opbeurt	iets wat of iemand die opbeurt	0.8189884424209595	0.7647413015365601	0.7909358143806458	0.47836682200431824	0.41679996252059937	0.5471974611282349
opkikkertje	substantief	2.0	113719	113721	middel dat iemand opkikkert, in het bijzonder een borrel	middel dat opkikkert	middel dat opkikkert, bijvoorbeeld een drankje of een hapje	0.8282101154327393	0.8532218933105469	0.8405299186706543	0.7704699635505676	0.4921247661113739	0.8255575895309448
oplaadstation	substantief	1.0	280887	280888	laadstation oplaadstation in de vorm van een laadpaal, laadzuil of wandcontactdoos waarbij elektrische voertuigen of vaartuigen met behulp van een oplaadkabel hun accu kunnen opladen	oplaadpunt voor accu's en batterijen oplaadpunt voor e-vervoermiddelen oplaadpunt voor kleine apparaten oplaadbasis van robots	oplaadpunt voor accu's en batterijen oplaadpunt voor accu's en batterijen van e-vervoermiddelen, zoals elektrische auto's en bromfietsen oplaadpunt voor accu's en batterijen van kleine apparaten, zoals mobiele telefoons oplaadbasis van robots	0.6387742757797241	0.65093994140625	0.6447997689247131	0.6554709076881409	0.7244992256164551	0.6140412092208862
oplaadstation	substantief	2.0	280887	869744	installatie waar grote elektrische schepen kunnen aanleggen en hun accu opladen	oplaadinstallatie voor e-schepen	installatie voor het opladen van elektrische schepen	0.8319158554077148	0.7652876973152161	0.7972121238708496	0.8530799746513367	0.8041208982467651	0.9429700374603271
oplaadstation	substantief	3.0	280887	670312	aparte ruimte of inrichting voor het laden en wisselen van accu's en batterijen van bv. heftrucks	acculaadruimte	acculaadruimte, meestal in de vorm van een laadpaal of laadzuil, waar elektrische voertuigen hun accu kunnen opladen	0.6570653915405273	0.6553676128387451	0.6562154293060303	0.7239245176315308	0.6952658891677856	0.7844700217247009
oplaadstation	substantief	1.1	280887	670310	oplaadstation in de vorm van een laadpaal, laadzuil of wandcontactdoos waarbij elektrische voertuigen of vaartuigen met behulp van een oplaadkabel hun accu kunnen opladen	oplaadpunt voor e-vervoermiddelen	oplaadpunt voor de accu's of batterijen van elektrische vervoermiddelen	0.7467136979103088	0.6986864805221558	0.7219021320343018	0.7414335608482361	0.8009108304977417	0.8868112564086914
oplaadstation	substantief	1.2	280887	670311	oplader voor kleine apparaten als telefoons, tablets en computermuizen, die tegelijk als houder van het op te laden apparaat dient	oplaadpunt voor kleine apparaten	oplaadpunt voor kleine apparaten, zoals mobiele telefoons en tablets	0.8595254421234131	0.7836103439331055	0.8198142051696777	0.7461020946502686	0.7889357805252075	0.9496783018112183
oplaadstation	substantief	1.3	280887	670313	thuisbasis waarin robots, zoals robotgrasmaaiers en robotstofzuigers, worden opgeladen	oplaadbasis van robots	basis, station waar robots hun batterijen kunnen opladen	0.7677954435348511	0.7046395540237427	0.7348630428314209	0.6466110348701477	0.7627220749855042	0.7812720537185669
oplichter	substantief	1.0	113926	113927	iemand die mensen oplicht	iemand die oplicht	iemand die zich schuldig maakt aan oplichting	0.7248442769050598	0.8182436227798462	0.768717348575592	0.713480532169342	0.8028436303138733	0.9455475807189941
opper	substantief	1.0	114120	114121	opperwachtmeester in het leger of bij de politie onderofficier bij de landmacht of de marechaussee, die in rang gelijk is aan een sergeant-majoor politieagent bij de voormalige Nederlandse rijkspolitie of de voormalige Belgische rijkswacht	opperwachtmeester onderofficier politieagent	iemand die voor zijn beroep onderofficier is bij de Koninklijke Marechaussee of bij de politie en die in rang onder een opperwachtmeester staat	0.7734816074371338	0.7468268275260925	0.7599205374717712	0.7648159861564636	0.6549996733665466	0.6779161691665649
opper	substantief	2.0	114120	114122	"""assistent van een metselaar of van een stratenmaker die het opperwerk doet (die """"oppert""""), d.w.z. die stenen, kalk, zand e.d. aandraagt en verschillende voorbereidende of afrondende werkzaamheden verricht"""	opperman	iemand die zich voor zijn beroep bezighoudt met het opsporen en vervolgen van strafbare feiten	0.675533652305603	0.607839047908783	0.6399010419845581	0.5074801445007324	0.6160116791725159	0.2033737748861313
opper	substantief	3.0	114120	114123	veilige ligplaats voor een schip, waar het beschut is tegen de harde wind en zware golfslag	schuilplaats voor een schip	overdekte schuilplaats voor een schip	0.8019684553146362	0.7208582162857056	0.7592532634735107	0.5356600284576416	0.5930052995681763	0.8889288306236267
opper	substantief	4.0	114120	114124	stapel waarin het gemaaide, gedroogde gras (hooi) op het land opgehoopt wordt om het later gemakkelijker binnen te kunnen halen	stapel gedroogd gras	stapel gedroogd gras die wordt gebruikt als wintervoedsel voor vee	0.7386656999588013	0.692306399345398	0.7147350907325745	0.6468035578727722	0.5545266270637512	0.5337930917739868
opper	substantief	1.1	114120	114125	onderofficier bij de landmacht of de marechaussee, die in rang gelijk is aan een sergeant-majoor	onderofficier	onderofficier in het Nederlandse leger	0.8695213198661804	0.7077915668487549	0.7803649306297302	0.678239643573761	0.6160025000572205	0.3726366460323334
opper	substantief	1.2	114120	114126	politieagent bij de voormalige Nederlandse rijkspolitie of de voormalige Belgische rijkswacht	politieagent	politieagent die zich bezighoudt met het opsporen van strafbare feiten	0.6877599358558655	0.6905747056007385	0.6891644597053528	0.5430875420570374	0.5702479481697083	0.2829253673553467
opperhoofd	substantief	1.0	114153	114154	iemand die aan het hoofd staat van een stam	stamhoofd	hoofd van een stam	0.9018695950508118	0.8067634105682373	0.8516696095466614	0.7904095649719238	0.6871594786643982	0.7324092388153076
opperhoofd	substantief	2.0	114153	597278	iemand die aan het hoofd staat van een organisatie	hoofd van een organisatie	iemand die aan het hoofd staat van een organisatie	1.0	1.0	1.0	0.9840146899223328	0.7779436111450195	0.9503196477890015
opperhoofd	substantief	3.0	114153	597287	iemand die ten tijde van de Vereenigde Oostindische Compagnie (VOC) gezag had over een bepaald gebied	bestuurder bij de VOC	bestuurder bij de Verenigde Oost-Indische Compagnie (VOC)	0.8289353847503662	0.7450024485588074	0.7847309708595276	0.6367714405059814	0.6083669066429138	0.844813346862793
oprichter	substantief	1.0	114323	114324	iemand die iets opricht	stichter	iemand die iets opricht	1.0000004768371582	1.0000004768371582	1.0000004768371582	0.9698461890220642	0.7571244239807129	0.9291812181472778
oprichtster	substantief	1.0	114343	114344	vrouw die iets opricht	vrouwelijke oprichter	vrouw die een onderneming opricht	0.8653724193572998	0.9083483219146729	0.8863397240638733	0.8379910588264465	0.7330685257911682	0.949429988861084
opvoedingsverlegenheid	substantief	1.0	971510	971512	het niet goed in staat zijn of aandurven om bepaalde opvoedkundige keuzes te maken, vooral als het om een wat strengere of striktere aanpak van kinderen gaat	het niet goed durven opvoeden	verlegenheid die ouders voelen bij het opvoeden van hun kinderen, bijvoorbeeld omdat ze bang zijn dat ze niet goed genoeg zijn in het opvoeden	0.7075986862182617	0.6665669083595276	0.6864702105522156	0.7167730927467346	0.7170285582542419	0.8346754312515259
opvoedpoli	substantief	1.0	219663	219664	poli die advies geeft aan mensen die problemen hebben met het opvoeden van hun kinderen	poli die helpt bij opvoedproblemen	polikliniek die zich bezighoudt met het opsporen en behandelen van opvoedproblemen	0.7412521839141846	0.7615664601325989	0.7512720227241516	0.7282424569129944	0.7121891975402832	0.906136155128479
oratoriumvereniging	substantief	1.0	115101	115102	vereniging van personen die als beroep of hobby oratoriums zingen	vereniging van oratoriumzangers	vereniging van mensen die zingen in een oratorium	0.8465016484260559	0.7686841487884521	0.8057183623313904	0.7993448972702026	0.8163959980010986	0.9499353170394897
organisatrice	substantief	1.0	115268	115269	vrouw die de organisatie van iets op zich neemt	vrouw die iets organiseert	vrouw die de organisatie van iets op zich neemt	1.0	1.0	1.0	0.9806717038154602	0.8119434118270874	0.9759706258773804
orgastisch	adjectief	1.0	115288	115289	betrekking hebbend op, of horend bij het orgasme	betrekking hebbend op het orgasme	betrekking hebbend op een orgasme	0.9089475274085999	0.8265484571456909	0.8657918572425842	0.89581698179245	0.7514801621437073	0.9505071640014648
orgeade	substantief	1.0	455754	601981	drank van fijngestampte, zoete en bittere amandelen gekookt in water met suiker en citroenschil	drank van fijngestampte, zoete en bittere amandelen	drank bereid uit fijngestampte, zoete en bittere amandelen, suiker en water	0.9070248603820801	0.8562449216842651	0.8809036612510681	0.8659192323684692	0.7420079708099365	0.9295424222946167
orkestleider	substantief	1.0	115380	115381	iemand die een orkest leidt	leider van een orkest	iemand die een orkest leidt	1.0	1.0	1.0	0.9697088599205017	0.8124831318855286	0.9712494611740112
o.s.	bijwoord	1.0	664661	669954	volgens de juliaanse kalender	oude stijl	volgens de oude stijl, d.w.z. volgens de kalender die in gebruik was voor 1900	0.6417772769927979	0.7614706754684448	0.6965191960334778	0.7388150095939636	0.5695273280143738	0.8912359476089478
otter	substantief	1.0	115523	115524	marterachtig roofdier dat in het water leeft, met een lang lichaam, ronde kop, afgeplatte staart en korte poten met zwemvliezen	marterachtige die in het water leeft	marterachtige met een bruine vacht die in en bij het water leeft en zich vooral voedt met vissen	0.7765257954597473	0.7433135509490967	0.7595568299293518	0.5471696257591248	0.620369017124176	0.6372160911560059
otter	substantief	2.0	115523	239919	als scheldwoord voor een persoon die een van de aan een otter toegeschreven eigenschappen bezit	als scheldwoord	ter uitdrukking van verbazing, verbijstering of ongeloof	0.6214569211006165	0.6220632791519165	0.6217599511146545	0.4045014977455139	0.4595066010951996	0.2781278192996979
oud-ambassadeur	substantief	1.0	115534	115535	iemand die vroeger ambassadeur was	voormalig ambassadeur	iemand die vroeger ambassadeur was	0.9999999403953552	0.9999999403953552	0.9999999403953552	0.9604184031486511	0.8013505935668945	0.9744524955749512
oude koeien uit de sloot halen	verbinding	1.0	916885	916886	terugkomen op dingen die lang geleden gebeurd zijn	terugkomen op lang geleden gebeurde dingen	terugkomen op dingen die lang geleden gebeurd zijn	1.0	1.0	1.0	0.9816061854362488	0.7089366912841797	0.9245483875274658
oude van dagen	substantief	1.0	913526	913527	iemand van hoge, gevorderde leeftijd	bejaarde	iemand die oud is	0.7341740131378174	0.6645841598510742	0.6976479887962341	0.45712944865226746	0.6076279878616333	0.8632419109344482
ouderhulp	substantief	1.0	115767	115768	vrijwilligershulp die ouders bieden op een school, zowel door de ondersteuning van leerlingen bij het verwerven van vaardigheden zoals lezen, als bij de organisatie en begeleiding van allerlei activiteiten	hulp op school van ouders	hulpverlening door ouders aan leerkrachten op de basisschool	0.7665023803710938	0.672130286693573	0.7162209749221802	0.6138403415679932	0.6620491743087769	0.5717817544937134
oud-international	substantief	1.0	115584	115585	iemand die vroeger international was	voormalig international	iemand die vroeger international was	0.9999996423721313	0.9999996423721313	0.9999996423721313	0.9650724530220032	0.8246722221374512	0.9629932641983032
oud-Kamerlid	substantief	1.0	115586	115587	iemand die vroeger Kamerlid was	voormalig Kamerlid	iemand die vroeger Kamerlid was	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9671031832695007	0.8061580657958984	0.9713600873947144
