Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
jeuk	substantief	4.0	75845	949479	haast onbedwingbare neiging om in actie te komen, iets te doen, iets te zeggen e.d.	haast ombedwingbare neiging om iets te doen	haast ombedwingbare neiging, aantrekkingskracht, aantrekkingskracht, aantrekkingskracht, aantrekkingskracht, aantrekkingskracht, aantrekkingskracht, aantrekkingskracht	0.5716862082481384	0.6576927900314331	0.6116810441017151	0.3519422113895416	0.37141698598861694	0.20367531478405
jeukwoord	substantief	1.0	654967	657757	ergelijk woord dat als het ware voor jeuk zorgt	woord dat irritatie oproept	woord dat aanleiding geeft tot jeuken	0.8215670585632324	0.7535043954849243	0.7860651612281799	0.7164929509162903	0.6116374731063843	0.8356422185897827
jofel	adjectief	1.0	75932	75933	een vriendelijke, innemende uitstraling hebbend	sympathiek	waarmee men zich kan identificeren	0.6582168340682983	0.6498346328735352	0.653998851776123	0.4242115616798401	0.5117430090904236	0.274593323469162
jofel	adjectief	2.0	75932	75934	prettig of lekker in zijn vel zittend	lekker in zijn vel	lekker in zijn vel zittend	0.933942437171936	0.8774735927581787	0.9048278331756592	0.8970245122909546	0.5458423495292664	0.8844227194786072
jofel	adjectief	3.0	75932	75936	een grappige of plezierige indruk makend	een grappige indruk makend	een goede indruk makend	0.9093399047851562	0.7820228338241577	0.8408895134925842	0.7154368162155151	0.48824188113212585	0.6199518442153931
jofel	adjectief	4.0	75932	75935	oké in orde zijn, oké zijn	in orde	alles is in orde	0.7774296998977661	0.7174199223518372	0.7462202310562134	0.705293595790863	0.47231486439704895	0.7121979594230652
joggingpak	substantief	1.0	75956	75957	pak van een soepele stof om in te joggen, dat vaak ook als vrijetijdskleding wordt gedragen	pak om in te joggen	pak dat geschikt is om in te joggen	0.8025280833244324	0.7143544554710388	0.7558785676956177	0.6654826402664185	0.6467870473861694	0.9437524080276489
jokeren	werkwoord	1.0	75973	75974	in zelfstandig gebruik: eenvoudig kaartspel met 104 kaarten en 4 jokers, waarbij men zoveel mogelijk punten tracht kwijt te raken door sets te vormen van drie kaarten met dezelfde waarde in een verschillende kleur of met opeenvolgende waardes in dezelfde kleur, eventueel met inzetting van een joker voor een ontbrekende waarde	spelen van het kaartspel jokeren	spelen van het kaartspel jokeren	0.6902716755867004	0.5845038890838623	0.6330000758171082	0.3294093608856201	0.5962648987770081	0.4137561321258545
jouen	werkwoord	1.0	412039	653963	iemand aanspreken met 'jou' in plaats van 'u'	voortdurend 'jou' zeggen	voortdurend of herhaaldelijk 'jou' zeggen	0.7150423526763916	0.7214055061340332	0.7182098031044006	0.5123879313468933	0.6097023487091064	0.9356003999710083
journaille	substantief	1.0	76189	192389	journalisten die zich bezighouden met op sensatie beluste, weinig van verantwoordelijkheidsgevoel getuigende journalistiek	sensatiebeluste journalisten	sensatiebeluste journalisten, vooral in de televisiejournalistiek	0.7115492820739746	0.678010880947113	0.6943752765655518	0.6800121068954468	0.6095532178878784	0.5883088111877441
joyeus	adjectief	1.0	76230	76231	aangenaam (om te zien), bevallig	aangenaam	met genoegen	0.7033064365386963	0.6405599117279053	0.6704683303833008	0.39508840441703796	0.6810232400894165	0.4821406900882721
JP-norm	substantief	1.0	193138	193140	salarisnorm voor ambtenaren, vooral met een hoge bestuurlijke functie, die inhoudt dat zij niet meer mogen verdienen dan de minister-president	balkenendenorm	salarisnorm die inhoudt dat ambtenaren niet meer mogen verdienen dan de minister-president	0.9361664056777954	0.8508313298225403	0.8914613127708435	0.8635209202766418	0.4315313398838043	0.8296303749084473
junkfood	substantief	1.0	76528	76529	met de bijgedachte aan voedsel dat snel bereid, snel verorberd en vooral gekocht wordt in snackbars e.d. ook gebruikt als synoniem van: fastfood	ongezond voedsel	voedsel dat slecht is voor de gezondheid, bijvoorbeeld omdat het veel vet, suiker of zout bevat	0.685417115688324	0.6387434601783752	0.6612577438354492	0.5315467715263367	0.7799404859542847	0.42550405859947205
junkie	substantief	1.0	76537	76538	iemand die zich in overdreven mate met iets bezighoudt, iemand die in overdreven mate op iets is gericht	drugsverslaafde iemand die gek is op iets	iemand die verslaafd is aan een bepaald middel of een bepaalde muzieksoort	0.6596838235855103	0.6782251596450806	0.6688259840011597	0.5481678247451782	0.7051979303359985	0.4689624309539795
junkie	substantief	1.1	76537	573104	iemand die zich in overdreven mate met iets bezighoudt, iemand die in overdreven mate op iets is gericht	iemand die gek is op iets	iemand die een voorliefde heeft voor iets	0.76865154504776	0.7240920662879944	0.7457067370414734	0.5838853716850281	0.770892322063446	0.9086296558380127
Jut en Jul	substantief	1.0	476894	597032	vreemd, enigszins belachelijk stelletje	vreemd stelletje	vreemd stelletje, vreemde combinatie van twee mensen die eigenlijk niet bij elkaar passen	0.6917449235916138	0.7193899154663086	0.7052966356277466	0.7023506164550781	0.6084737777709961	0.8825359344482422
kaakslag	substantief	1.0	76719	76720	muilpeer iemand in het gezicht slaan een belediging	klap in het gezicht	slag met de vuist in het gezicht	0.8010320663452148	0.7290370464324951	0.7633407711982727	0.5195622444152832	0.5469679236412048	0.49258407950401306
kaakslag	substantief	2.0	76719	548995	uiting waarmee men iemand beledigt	belediging	belediging in de vorm van een klap in het gezicht	0.6906863451004028	0.7569078207015991	0.7222824096679688	0.5757074952125549	0.659784734249115	0.7017577886581421
kabula	substantief	1.0	601720	602719	Surinaamse muziekstijl waarbij jongemannen opzwepende erotische teksten zingen en zichzelf daarbij begeleiden op percussie-instrumenten	Surinaamse muziekstijl	Surinaamse muziekstijl, waarbij de muzikanten met hun voeten op de grond zitten en met de handen op de knieën spelen	0.7852647304534912	0.7610137462615967	0.7729490399360657	0.5506553053855896	0.6469663381576538	0.30058637261390686
kabula	substantief	2.0	601720	602720	erotische dans op de muziekstijl kabula	erotische dans	erotische dans op de muziek van de kabula	0.9013184905052185	0.8898447751998901	0.8955448865890503	0.8875188231468201	0.6263099312782288	0.8586689233779907
kadaverhond	substantief	1.0	746723	971250	hond die speciaal is getraind om menselijke resten op te sporen	hond die lijken opspoort	hond die speciaal is getraind om menselijke resten op te sporen	0.9999999403953552	0.9999999403953552	0.9999999403953552	0.9756649732589722	0.7719191908836365	0.9574291706085205
kaki	substantief	1.0	77075	77076	kledingstof met een doffe groenbruine kleur, waarvan legeruniformen oorspronkelijk werden gemaakt	stof	stof die kaki wordt genoemd	0.7216486930847168	0.6339636445045471	0.6749703288078308	0.3023048937320709	0.4647561311721802	0.4028826355934143
kaki	substantief	3.0	77075	77078	boom die oranjekleurige, eetbare vruchten voortbrengt en die van nature voorkomt in de Himalaya en in de bergen van Myanmar, Thailand, Indochina, Korea en Japan, maar die wereldwijd gekweekt wordt op plaatsen in de subtropen en de tropen die hoger liggen dan 1000 meter	boom	boom die kaki's voortbrengt	0.7219488620758057	0.5629385709762573	0.6326046586036682	0.24501094222068787	0.5216318964958191	0.3116721510887146
kalfslap	substantief	1.0	218383	218390	stuk kalfsvlees in de vorm van een dunne lap en meestal met de omvang van een eenmansportie	lap kalfsvlees	lap vlees van een kalf	0.7618505954742432	0.6970630884170532	0.7280183434486389	0.48271477222442627	0.7117650508880615	0.8087889552116394
kamelenhoestpatiënt	substantief	1.0	557300	557302	iemand die lijdt aan de besmettelijke, ernstige longziekte MERS, die wordt overgebracht door hoestende kamelen	iemand die lijdt aan MERS	iemand die lijdt aan de besmettelijke ziekte MERS (Middle East Respiratory Syndrome)	0.8006625771522522	0.7845149040222168	0.7925065755844116	0.6391432881355286	0.6719359159469604	0.6739799976348877
kameleontisch	adjectief	1.0	77247	77248	de natuur, de aard, de eigenschappen hebbend van de kameleon	veranderlijk	de eigenschappen vertonend van een kameleon, zoals het vermogen om van kleur te veranderen	0.7295337915420532	0.7813036441802979	0.754531741142273	0.6831497550010681	0.5690252780914307	0.8575929403305054
kamer	substantief	1.0	77249	77250	vertrek in een huis of ander gebouw, dat voor wonen, slapen, werken of een ander doel is ingericht en in de regel kleiner is dan een zaal vertrek in een woning dat mooi was ingericht en dat bij speciale gelegenheden gebruikt werd, bijvoorbeeld voor het ontvangen van gasten	vertrek woonkamer slaapkamer huurkamer	vertrek in een huis of gebouw dat bestemd is voor bewoning door een enkele persoon of enkele personen woonkamer slaapkamer huurkamer	0.7172948122024536	0.7071157693862915	0.7121689319610596	0.4483508765697479	0.48445871472358704	0.5400698184967041
kamer	substantief	2.0	77249	77253	instantie die in een vergaderkamer of zittingzaal bijeenkomt, bijvoorbeeld een gerechtsorgaan of een bestuursorgaan kamer van een gerecht waarin een rechter uitspraak doet instantie waarbij men in beroep kan gaan tegen een beslissing of vonnis kamer waar men in beroep kan geen tegen een beslissing die door een raadkamer is genomen met betrekking tot de handhaving van een voorlopige hechtenis van een verdachte zelfstandig bestuursorgaan in zowel Nederland als België dat onder meer belast is met de registratie in het Handelsregister van gegevens over alle bedrijven, verenigingen en stichtingen, het geven van voorlichting aan ondernemers en het stimuleren van de regionale economie kamer van een gerecht die uit ten minste drie rechters bestaat en die beslist over zware of ingewikkelde zaken orgaan dat alle aspecten regelt die te maken hebben met het uitoefenen van het notarisambt in België kamer van een parlement	instantie die in een kamer bijeenkomt parlementaire kamer	instantie die in een kamer bijeenkomt parlementaire kamer	0.780342161655426	0.5698222517967224	0.6586698889732361	0.3921130895614624	0.6299203038215637	0.3074764311313629
kamer	substantief	3.0	77249	77252	holte in een lichaamsdeel, bijvoorbeeld een hartkamer, oogkamer of hersenholte	holte in een lichaamsdeel	holte in een lichaamsdeel, bijvoorbeeld in het lichaam	0.8903162479400635	0.7816562056541443	0.8324553370475769	0.6576048731803894	0.4333651661872864	0.7659079432487488
kamer	substantief	1.1	77249	635811	vertrek in een woning waarin men overdag en 's avonds leeft	woonkamer	woonkamer of slaapkamer	0.6198126673698425	0.6020524501800537	0.610803484916687	0.42902663350105286	0.721228837966919	0.4275982975959778
kamer	substantief	1.2	77249	635814	vertrek in een huis of gebouw dat erop is ingericht om er te slapen	slaapkamer	kamer om in te slapen	0.7771170735359192	0.6760192513465881	0.7230513691902161	0.615241527557373	0.6653140783309937	0.7721999883651733
kamer	substantief	1.3	77249	635815	vertrek dat iemand huurt of verhuurt om in te wonen of te slapen, bijvoorbeeld een studentenkamer of hotelkamer	huurkamer	kamer die wordt verhuurd als woonruimte	0.7082550525665283	0.6457814574241638	0.6755769848823547	0.5158212780952454	0.6461306214332581	0.7352011203765869
kamer	substantief	2.1	77249	627008	parlementaire kamer de Kamer van Volksvertegenwoordigers in België of de Tweede Kamer in Nederland idee dat het internet kan functioneren als plek waar burgers over politiek discussiëren online lespakket van de Eerste Kamer en de Tweede Kamer om aan kinderen uit te leggen hoe de politiek werkt en als een platform om te discussiëren over politieke onderwerpen de eerste van de twee kamers van volksvertegenwoordiging in Nederland, die als taak heeft de wetsontwerpen die in de Tweede Kamer zijn aangenomen nog eens op deugdelijkheid en samenhang met andere wetten te toetsen een van de twee kamers van het Belgische Federaal Parlement, die als taak heeft de wetgeving, het controleren van de regering en het vertegenwoordigen van de bevolking	parlementaire kamer	vergaderplaats van een parlementaire kamer	0.6849197745323181	0.5498007535934448	0.609967052936554	0.4380127191543579	0.6931920051574707	0.23361463844776154
kamfer	substantief	1.0	77357	77358	vaste, vluchtige stof met een doordringende, eucalyptusachtige geur, die uit het hout van de kamferboom of synthetisch wordt bereid	vluchtige stof met eucalyptusgeur	vluchtige stof met de geur van eucalyptus	0.8575623035430908	0.7286792993545532	0.7878848910331726	0.6926868557929993	0.7167154550552368	0.870203971862793
kamisa	substantief	1.0	601725	602739	traditioneel kledingstuk van marrons in Suriname, dat door mannen gedragen wordt en bestaat uit een langwerpige lap die tussen de benen door voor en achter over een koord heen hangt	traditioneel kledingstuk	traditioneel kledingstuk, meestal een lange, gestreepte wollen doek, die vroeger vooral gedragen werd als kledingstuk, maar tegenwoordig ook vaak als omslagdoek gebruikt wordt	0.7399523258209229	0.7217630743980408	0.730744481086731	0.5766664743423462	0.6414865851402283	0.3377119302749634
kandidaat-plaatsvervanger	substantief	1.0	437464	601726	iemand die op een kieslijst voorkomt als de vaste plaatsvervanger van een kandidaat plaatsvervanger en tevens kandidaat voor een volksvertegenwoordigend lichaam	plaatsvervanger van een kandidaat schaduwkandidaat	plaatsvervanger van een kandidaat iemand die als plaatsvervanger op de kandidatenlijst van een politieke partij staat	0.8313204050064087	0.7663402557373047	0.7975088953971863	0.8043251633644104	0.5839922428131104	0.68638014793396
kandidaat-plaatsvervanger	substantief	1.1	437464	602741	plaatsvervanger en tevens kandidaat voor een volksvertegenwoordigend lichaam	schaduwkandidaat	iemand die als plaatsvervanger op de kandidatenlijst van een politieke partij staat	0.7284839153289795	0.7121598124504089	0.7202293872833252	0.7290602326393127	0.6836488842964172	0.9074128866195679
kangoeroeklas	substantief	1.0	214019	214021	klas op de basisschool of in het voortgezet onderwijs waarin hoogbegaafde leerlingen enkele uren per week worden samengebracht om aangepaste lessen te volgen	klas voor hoogbegaafde kinderen	klas voor hoogbegaafde leerlingen op een reguliere basisschool of middelbare school	0.8400700092315674	0.7516509890556335	0.7934046387672424	0.6505536437034607	0.6989478468894958	0.8854259252548218
kangoeroewoning	substantief	1.0	77580	226673	combinatie van twee zelfstandige woningen met ieder een eigen voordeur of een gezamenlijke entree die onderling verbonden zijn door een trap of een tussendeur en die bestaat uit een meestal grotere hoofdwoning, waar een mantelzorger woont of de mantelzorgers wonen, en ernaast of soms eronder een - doorgaans kleinere en gelijkvloerse - woning (de buidelwoning ), waarin een of meer personen wonen die mantelzorg nodig hebben, zoals ouders, grootouders of een gehandicapt kind	dubbele woning voor mantelzorg	woning die bestemd is voor mensen die zorg nodig hebben, maar niet meer zelfstandig kunnen wonen, bijvoorbeeld omdat zij zorg nodig hebben of omdat zij zorg nodig hebben	0.7149004936218262	0.6218919157981873	0.665160596370697	0.33495673537254333	0.42281073331832886	0.19349277019500732
kankerpit	substantief	1.0	436178	604299	iemand die altijd ontevreden is en dat voortdurend uit door te mopperen	kankeraar	iemand die kanker heeft	0.753089427947998	0.6396573185920715	0.691754162311554	0.3716612756252289	0.531970202922821	0.4793756604194641
kanonskogel	substantief	1.0	77650	77651	kogel voor in een kanon zo stil en verlaten zijn dat men er bij wijze van spreken een kanonskogel doorheen kan schieten zonder iemand te raken	kogel voor in een kanon	kogel die geschikt is voor gebruik in een kanon	0.7805020809173584	0.6899112462997437	0.7324160933494568	0.5656745433807373	0.7505869269371033	0.6948923468589783
kanonskogel	substantief	2.0	77650	549038	bal die zo hard als een kanonskogel wordt geschoten of geslagen	hard geschoten of geslagen bal	hard geschoten of geslagen bal, bijvoorbeeld in het voetbal	0.782317042350769	0.7429423332214355	0.7621214389801025	0.6578022837638855	0.41681453585624695	0.8743247985839844
kanonskogel	substantief	3.0	77650	549093	geluid dat klinkt als het afschieten van een kanonskogel	geluid als een kanonschot	het geluid van een kanonschot	0.8670082688331604	0.7696236968040466	0.8154186606407166	0.7217085957527161	0.5644500255584717	0.9264421463012695
kantoormedewerker	substantief	1.0	77797	77798	werknemer die op een kantoor werkt	werknemer op een kantoor	iemand die voor zijn beroep op een kantoor werkzaam is	0.8340526819229126	0.8951044082641602	0.863500714302063	0.8541582226753235	0.7930456399917603	0.9580342769622803
kapotje	substantief	1.0	78001	78002	voorbehoedmiddel, dat bestaat uit een rekbaar hoesje van latex of een andere kunststof dat voor de geslachtsgemeenschap over de penis in erectie wordt geschoven en dat, in tegenstelling tot veel andere voorbehoedmiddelen, beschermt tegen seksueel overdraagbare aandoeningen	condoom	voorbehoedsmiddel in de vorm van een condoom	0.7675975561141968	0.6471592783927917	0.7022520303726196	0.49062132835388184	0.6093353629112244	0.5630258321762085
kapotwerken	werkwoord	1.0	963454	963455	zich uit de naad werken	heel hard werken	zich ergens in vastbijten	0.7644033432006836	0.7760236263275146	0.7701696753501892	0.5069103240966797	0.42584431171417236	0.5356873273849487
kapstokspits	substantief	1.0	981435	981437	diepe spitsspeler in het voetbal die min of meer geïsoleerd voorin staat, vaak lange ballen ontvangt en vasthoudt tot hij ze kan afspelen, en aan wie het spel min of meer 'opgehangen' wordt	spits aan wie het spel wordt opgehangen	speler of speelster die aan wie het spel wordt opgehangen	0.8123182058334351	0.6798176765441895	0.7401849627494812	0.348854124546051	0.40532124042510986	0.8023883104324341
kapucijn	substantief	1.0	78041	78042	monnik die behoort tot de strengst en armoedigst levende hoofdafdeling van de orde der Minderbroeders of Franciscanen	kapucijner monnik	kapucijner monnik, lid van een kloosterorde die behoort tot de orde van de Kapucijnen	0.7855273485183716	0.723242998123169	0.7530995607376099	0.6119276881217957	0.7486776113510132	0.8436950445175171
kapucijn	substantief	2.0	78041	78043	zwarte of bruine sierduif met brede halskraag	sierduif	sierduif uit Zuid-Europa en Midden-Europa, met een roodbruine kop en hals, een wit verenkleed aan de onderzijde en een donker verenkleed aan de bovenzijde, die als sierduif wordt gehouden	0.6823462247848511	0.7661569118499756	0.7218269109725952	0.5394500494003296	0.4277476668357849	0.3106565475463867
kardemom	substantief	1.0	78112	78113	zaad van een plant uit de familie van de gemberachtigen, gebruikt als specerij en als middel in de aromatherapie	specerij	specerij die bestaat uit de gedroogde wortelstok van de kardemomplant	0.6796074509620667	0.6675078272819519	0.6735032796859741	0.6590743660926819	0.6451953053474426	0.658264696598053
kardemom	substantief	2.0	78112	78114	oorsponkelijk uit India afkomstige plant uit de familie van de gemberachtigen, met lange, smalle bladeren, kleine, gelige bloemen en ovale peultjes met donker zaad dat als specerij wordt benut	plant uit de gemberfamilie	loofrijke plant uit de gemberfamilie (Zingiberaceae), die onder meer de gemberwortel bevat	0.7043812870979309	0.6498075723648071	0.6759947538375854	0.6097654104232788	0.5106489658355713	0.41386058926582336
kassei	substantief	1.0	78263	78264	dikke, min of meer vierkante straatsteen met een afgeronde bovenkant heel erg pochen heel erg vriezen zeer moeilijk te aanvaarden zijn goed over de kasseien kunnen fietsen	straatsteen	grote, platte straatsteen	0.7990530133247375	0.6199537515640259	0.6982008814811707	0.43641993403434753	0.5253695845603943	0.23699742555618286
kasseien	werkwoord	1.0	330385	330388	met kasseien bestraten	plaveien	plaveien met een bovenlaag van kasseien	0.7881815433502197	0.7987060546875	0.7934088706970215	0.42388930916786194	0.502643883228302	0.6343203783035278
kattenvrouwtje	substantief	1.0	666882	666889	vrouw die dol op katten is, met name een vrouw die zo dol op katten is dat ze er buitensporig veel als huisdier houdt	vrouw die dol op katten is	vrouw die zich aangetrokken voelt tot katten	0.7657618522644043	0.7083013653755188	0.7359117269515991	0.6469714045524597	0.7951809763908386	0.8712302446365356
Kaukasiër	substantief	1.0	78422	78423	inwoner van een der landen uit de Kaukasus	iemand uit de Kaukasus	iemand die behoort tot het Kaukasische volk	0.7949939370155334	0.7677391767501831	0.7811288833618164	0.794427216053009	0.8325971364974976	0.9529792070388794
KBBB	substantief	1.0	78487	78488	Koninklijke Belgische Basketballbond, overkoepelende Belgische bastketbalbond, met een Nederlandstalige afdeling (de Vlaamse Basketbal Liga, afgekort VBL) en een Franstalige afdeling (de Association Wallonie-Bruxelles de Basket-ball, afgekort AWBB)	Koninklijke Belgische Basketballbond	Koninklijke Belgische Basketbalbond, Belgische koepelorganisatie voor de basketbalsport	0.7769555449485779	0.6624259352684021	0.7151342630386353	0.6956868767738342	0.7715427279472351	0.7219066619873047
KBRSF	substantief	1.0	78511	78512	Koninklijke Belgische Ruitersportfederatie, Belgische koepelorganisatie voor de paardensport, met een Nederlandstalige afdeling (De Vlaamse Liga Paardensport, afgekort VLP) en een Franstalige afdeling (La Ligue Equestre Wallonie Bruxelles, afgekort LEWB)	Koninklijke Belgische Ruitersportfederatie	Koninklijk Belgisch Verbond voor de Ruitersportfederatie	0.8172286748886108	0.6393742561340332	0.7174432873725891	0.4913948178291321	0.7159397602081299	0.3070831596851349
keizerin	substantief	1.0	78850	78851	vorstin die een keizerrijk regeert, zoals in het Romeinse Rijk, in China ten tijde van de keizerrijken of in Duitsland tussen het einde van de 19e eeuw en het begin van de 20e eeuw	vrouw van de keizer vrouw met bewezen talent	vrouw die de titel van keizerin draagt vrouw die een bewezen talent heeft	0.6894798278808594	0.6304144859313965	0.658625602722168	0.4247031509876251	0.6585170030593872	0.32582035660743713
keizerin	substantief	1.1	78850	559610	vrouw die ergens groot in is geworden, door een groot talent (bijvoorbeeld in de sport of de muziekwereld)	vrouw met bewezen talent	vrouw die ergens zeer goed in is	0.865454912185669	0.7275280356407166	0.7905203104019165	0.5258453488349915	0.6269922852516174	0.7541618347167969
keizerspinguïn	substantief	1.0	664607	664610	grote pinguïn met gekleurde vlekken langs de zijkant van de kop, een lichtgele borst en een kromme snavel, die sterk lijkt op de koningspinguïn en voorkomt langs de kusten van Antarctica	grote Antarctische pinguïn	grote Antarctische pinguïn met een wit verenkleed aan de onderzijde en een grijs verenkleed aan de bovenzijde, een wit verenkleed aan de onderzijde en een grijs verenkleed aan de bovenzijde, een wit verenkleed aan de onderzijde en een grijs verenkleed aan de bovenzijde, een wit verenkleed aan de onderzijde en een grijs verenkleed aan de bovenzijde, een wit verenkleed aan de onderzijde en een grijs verenkleed aan de bovenzijde	0.6412070989608765	0.6572149991989136	0.649112343788147	0.39481309056282043	0.5275461673736572	0.18343210220336914
Kempisch heideschaap	verbinding	1.0	927601	927602	heideschaap dat vooral in de Nederlandse en Belgische Kempen wordt gehouden en dat bruikbare wol oplevert	schaap uit de Kempen	schaap dat afkomstig is uit de Kempen in België	0.823546290397644	0.7330833673477173	0.7756862640380859	0.5575777292251587	0.7125359773635864	0.8643752336502075
kennisgeneratie	substantief	1.0	78971	311437	het creëren, doen ontstaan van kennis	het genereren van kennis	het genereren van kennis, bijvoorbeeld in het onderwijs	0.7573678493499756	0.7575613856315613	0.757464587688446	0.8082146644592285	0.757067859172821	0.949486255645752
Kerkraadse	substantief	1.0	540760	540767	vrouw die afkomstig is uit Kerkrade	vrouw uit Kerkrade	vrouw die afkomstig is uit Kerkrade	1.0	1.0	1.0	0.9795486330986023	0.7310335040092468	0.9527873992919922
kermiswagen	substantief	1.0	442335	499686	wagen die dient als transportmiddel en/of mobiele verblijfplaats voor de exploitant van een kermisattractie	wagen op een kermis	wagen die deelneemt aan een kermis	0.7942222952842712	0.6562985181808472	0.7187031507492065	0.43841663002967834	0.6175881624221802	0.5979601144790649
kernuitstap	substantief	1.0	941570	941571	beëindiging van het kernenergiegebruik door bestaande kerncentrales te sluiten	beëindiging van kernenergiegebruik	beëindiging van het gebruik van kernenergie	0.8987239599227905	0.7936699390411377	0.8429363965988159	0.8858461976051331	0.7696458101272583	0.9379706382751465
kernwapen	substantief	1.0	79324	79325	nucleair wapen, zoals een atoombom of waterstofbom actie of ontwikkeling die enorme impact heeft of zelfs alles teniet doet en waarmee daarom ook gedreigd kan worden	nucleair wapen actie met vernietigende impact	nucleair wapen actie die een vernietigende impact heeft op iemand of iets	0.7889351844787598	0.7270174622535706	0.7567118406295776	0.7091276049613953	0.6966259479522705	0.9004548788070679
kernwapen	substantief	1.1	79324	527006	actie of ontwikkeling die enorme impact heeft of zelfs alles teniet doet en waarmee daarom ook gedreigd kan worden	actie met vernietigende impact	actie die een vernietigende impact heeft	0.7825444936752319	0.729407012462616	0.7550420165061951	0.6451774835586548	0.6907983422279358	0.9097460508346558
kerst	substantief	1.0	79361	79362	de kalenderdagen waarop dit feest jaarlijks valt en die als burgerlijke feestdagen gelden	Kerstmis	eerste zondag na 25 december, waarop de kerkdiensten plaatsvinden en de preek over de geboorte van Christus wordt gehouden	0.6780046224594116	0.7038284540176392	0.6906752586364746	0.5506096482276917	0.7062424421310425	0.32069215178489685
kerstdag	substantief	1.0	79376	79377	de dag van 25 december, waarop in de kerkelijke kalender de geboorte van Christus wordt gevierd	Kerstmis	eerste of laatste dag van de kerstdagen	0.681206226348877	0.635621190071106	0.6576247215270996	0.5667272806167603	0.6340705156326294	0.3330208361148834
kerstperiode	substantief	1.0	79417	79418	periode rond Kerstmis, en, als kalenderperiode specifieker: de tijd tussen kerstavond 24 december en Driekoningen op 6 januari	periode rond Kerstmis	periode rond en voorafgaande aan de kerstdagen	0.7173105478286743	0.6728074550628662	0.6943466663360596	0.6410802006721497	0.8031173944473267	0.8805727958679199
kettingbrief	substantief	1.0	79509	79510	brief die, bericht dat door de ontvanger verveelvoudigd moet worden en/of naar zoveel mogelijk mensen doorgezonden moet worden, die op hun beurt hetzelfde moeten doen, zodat de brief een zo groot mogelijk publiek bereikt	brief die telkens doorgestuurd wordt	brief die telkens doorgestuurd wordt naar de volgende in de brief genoemde persoon	0.7341355085372925	0.659954309463501	0.695071280002594	0.41121187806129456	0.5611708760261536	0.6744949817657471
kettinghond	substantief	1.0	79511	79512	hond die aan de ketting wordt gehouden omdat hij gevaarlijk is	hond aan een ketting	hond die aan een ketting wordt gehouden	0.9388879537582397	0.8342164158821106	0.8834626078605652	0.8374839425086975	0.7547183632850647	0.9399499893188477
kettinghond	substantief	2.0	79511	204144	wezen in de gedaante van een hond met een rammelende ketting die voorkomt in volksverhalen en die, wanneer men hem ontmoet, dood en rampspoed aankondigt	hellehond	hond die behoort tot een van de rassen van de kettinghonden	0.7020685076713562	0.6356499195098877	0.6672102808952332	0.4024769067764282	0.5115063190460205	0.3670100271701813
keukenmeester	substantief	1.0	79571	79572	iemand die voor zijn beroep toezicht houdt op de gang van zaken in de keuken van een aanzienlijk persoon	keukenopzichter	iemand die voor zijn beroep toezicht houdt in de keuken van een groot huishouden	0.9218125343322754	0.8799059391021729	0.9003719091415405	0.8698173761367798	0.7257167100906372	0.7760336995124817
keukenmeester	substantief	2.0	79571	79573	iemand die zich voor zijn beroep bezighoudt met het bereiden van maaltijden voor gasten, doorgaans in de keuken van een hotel of restaurant	kok	iemand die voor zijn beroep of uit liefhebberij koken	0.738752543926239	0.6667653918266296	0.7009154558181763	0.4892709255218506	0.5686028003692627	0.3844566345214844
keun	substantief	1.0	286184	286185	zoogdier dat verwant is met de haas, met lange oren, grote snijtanden, een wollige vacht en een klein, eveneens wollig en vaak opgericht staartje en dat zowel in het wild voorkomt als wordt gehouden als kleinvee of als huisdier	konijn	zoogdier dat behoort tot de familie van de konijnen en dat vaak als huisdier gehouden wordt	0.8080368041992188	0.683258593082428	0.740427553653717	0.508360743522644	0.566976010799408	0.6545101404190063
keycard	substantief	1.0	250020	250021	kaart, meestal met een ingebouwde chip, een barcode of een magnetische strip, die toegang verleent tot een beveiligde of afgesloten plaats, bijvoorbeeld een hotelkamer of een parkeergarage, of als sleutel dient voor voorwerpen als kluizen of koffers of voor vervoermiddelen	kaart die als sleutel dient	kaart, meestal een plastic kaartje met een sleutel eraan, waarmee een deur of een slot geopend kan worden	0.7836329340934753	0.7124752402305603	0.7463619112968445	0.6299470067024231	0.7655041813850403	0.5446454882621765
keynotespreker	substantief	1.0	79721	79722	centrale spreker op een congres e.d., die het centrale thema van de bijeenkomst aangeeft	centrale spreker	iemand die centraal spreekt op een groot evenement, zoals een conferentie of een symposium	0.7275800704956055	0.7010366320610046	0.7140617966651917	0.7763909697532654	0.7944814562797546	0.924396812915802
kiel	substantief	A.1.0	79776	79777	wijdvallend bovenkledingstuk zonder voorsluiting dat over het hoofd wordt aangetrokken en vaak als werkkleding wordt gedragen over de gewone kleren heen, bijvoorbeeld door boeren	wijdvallend bovenkledingstuk zonder voorsluiting	wijdvallend bovenkledingstuk zonder voorsluiting dat aan de voorkant sluit met een reeks knopen	0.8639324903488159	0.7799689769744873	0.8198064565658569	0.6180033683776855	0.6717777252197266	0.44905006885528564
